bigg_id	name	old_bigg_ids	inchikey
inoshp_c	Myo Inositol hexakisphosphate C6H6O24P6	inoshp; inoshp_c	
isomal_c	Isomaltose C12H22O11	isomal; isomal_c	
lanth_e	Lanthionine C6H12N2O4S	lanth; lanth_e	
lipo1_24_BS_c	Lipoteichoic acid  n24   linked  glucose substituted C26236H47072O25500P2400	lipo1_24_BS; lipo1_24_BS_c	
lipo3_24_BS_c	Lipoteichoic acid  n24   linked  D alanine substituted C19036H39872N2400O18300P2400	lipo3_24_BS; lipo3_24_BS_c	
lipo4_24_BS_c	Lipoteichoic acid  n24   linked  unsubstituted C11836H23072O13500P2400	lipo4_24_BS; lipo4_24_BS_c	
lysylpgly_BS_c	Lysylphophatidylglycerol C4336H8572N200O1100P100	lysylpgly_BS; lysylpgly_BS_c	
met_L_tyr__L_c	Met Tyr C14H20N2O4S	met_L_tyr_L_c; met_L_tyr__L	
nebari_c	Nebularine C10H12N4O4	nebari; nebari_c	
nona_c	Nonanoate C9H17O2	nona; nona_c	
octal_c	Octanal C8H16O	octal; octal_c	
orn__L_c	L Ornithine C5H13N2O2	orn_L_c; orn__L	
pala_e	Palatinose C12H22O11	pala; pala_e	
pencil_c	Penicillin C9H11N2O4S	pencil; pencil_c	
pencilca_c	Penicilloic acid C9H12N2O5S	pencilca; pencilca_c	
prolb_c	Proline betaine C7H13NO2	prolb; prolb_c	
pur_e	Puromycin C22H30N7O5	pur; pur_e	
ser_L_gln__L_c	Ser Gln C8H15N3O5	ser_L_gln_L_c; ser_L_gln__L	
ser_L_phe__L_c	Ser Phe C12H16N2O4	ser_L_phe_L_c; ser_L_phe__L	
ser_L_ser__L_c	Ser Ser C6H12N2O5	ser_L_ser_L_c; ser_L_ser__L	
ser_L_trp__L_c	Ser Trp C14H17N3O4	ser_L_trp_L_c; ser_L_trp__L	
ser_L_tyr__L_c	Ser Tyr C12H16N2O5	ser_L_tyr_L_c; ser_L_tyr__L	
ser_L_val__L_c	Ser Val C8H16N2O4	ser_L_val_L_c; ser_L_val__L	
shcl_c	Dihydrosirohydrochlorin C42H40N4O16	shcl; shcl_c	
stchs_c	Stachyose C24H42O21	stchs; stchs_c	
tartr__M_c	Meso Tartaric acid C4H4O6	tartr_M_c; tartr__M; tartr__M_c	
thiog_e	Thioglycolate C2H3O2S	thiog; thiog_e	
trans_dd2coa_c	Trans Dodec 2 enoyl CoA C33H52N7O17P3S	trans_dd2coa; trans_dd2coa_c	
ttdcal_c	Tetradecanal C14H28O	ttdcal; ttdcal_c	
udca_c	Undecanoate C11H21O2	udca; udca_c	
acgalfucgalacglcgalgluside_hs_g	Type IA glycolipid	acgalfucgalacglcgalgluside_hs; acgalfucgalacglcgalgluside_hs[g]; acgalfucgalacglcgalgluside_hs_g	
acngalacglcgalgluside_hs_g	(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1	acngalacglcgalgluside_hs; acngalacglcgalgluside_hs[g]; acngalacglcgalgluside_hs_g	HMOQZEGDEFENEX-RPWLUHJXSA-N
so4_r	Sulfate	so4; so4[r]; so4_r	QAOWNCQODCNURD-UHFFFAOYSA-L
pail45p_hs_18_2_18_2_c	Pail45p hs 18 2 18 2[c]	pail45p_hs_18_2_18_2; pail45p_hs_18_2_18_2_c	
dag_hs_18_2_18_2_c	Dag hs 18 2 18 2[c]	dag_hs_18_2_18_2; dag_hs_18_2_18_2_c	
cdpdag_hs_18_2_18_2_c	Cdpdag hs 18 2 18 2[c]	cdpdag_hs_18_2_18_2; cdpdag_hs_18_2_18_2_c	
mag_hs_18_2_c	Mag hs 18 2[c]	mag_hs_18_2; mag_hs_18_2_c	
pchol_hs_18_2_18_2_c	Pchol hs 18 2 18 2[c]	pchol_hs_18_2_18_2; pchol_hs_18_2_18_2_c	
pail_hs_18_1_20_4_c	Pail hs 18 1 20 4[c]	pail_hs_18_1_20_4; pail_hs_18_1_20_4_c	
mag_hs_18_1_c	Monoacylglycerol 2(homo sapiens C18:1) cytosol	mag_hs_18_1; mag_hs_18_1_c	
alpha_hs_18_1_c	Alpha hs 18 1[c]	alpha_hs_18_1; alpha_hs_18_1_c	
pail4p_hs_18_1_18_2_c	1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:2)	pail4p_hs_18_1_18_2; pail4p_hs_18_1_18_2_c	
pa_hs_18_1_18_2_c	Phosphatidic acid (homo sapiens, C18:1, C18:2)	pa_hs_18_1_18_2; pa_hs_18_1_18_2_c	
ps_hs_18_1_18_2_c	Ps hs 18 1 18 2[c]	ps_hs_18_1_18_2; ps_hs_18_1_18_2_c	
dag_hs_18_1_18_1_c	Diacylglycerol (homo sapiens, C18:1, C18:1)	dag_hs_18_1_18_1; dag_hs_18_1_18_1_c	
pail345p_hs_18_1_18_1_c	Pail345p hs 18 1 18 1[c]	pail345p_hs_18_1_18_1; pail345p_hs_18_1_18_1_c	
pail34p_hs_18_1_18_1_c	Pail34p hs 18 1 18 1[c]	pail34p_hs_18_1_18_1; pail34p_hs_18_1_18_1_c	
pe_hs_18_1_18_1_c	Phosphatidylethanolamine (homo sapiens, C18:1, C18:1)	pe_hs_18_1_18_1; pe_hs_18_1_18_1_c	
pail45p_hs_18_0_20_4_c	Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:0, C20:4) cytosol	pail45p_hs_18_0_20_4; pail45p_hs_18_0_20_4_c	
pail4p_hs_18_0_20_4_c	1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:0, C20:4) cytosol	pail4p_hs_18_0_20_4; pail4p_hs_18_0_20_4_c	
cdpdag_hs_18_0_20_4_c	CDP diacylglycerol (homo sapiens, C18:0, C20:4) cytosol	cdpdag_hs_18_0_20_4; cdpdag_hs_18_0_20_4_c	
mag_hs_18_0_c	Monoacylglycerol 2 (homo sapiens C18:0) cytosol	mag_hs_18_0; mag_hs_18_0_c	
lpchol_hs_18_0_c	Lysophosphatidylcholine (homo sapiens, C18:0) cytosol	lpchol_hs_18_0; lpchol_hs_18_0_c	
pchol_hs_18_0_18_2_c	Pchol hs 18 0 18 2[c]	pchol_hs_18_0_18_2; pchol_hs_18_0_18_2_c	
ps_hs_18_0_18_2_c	Ps hs 18 0 18 2[c]	ps_hs_18_0_18_2; ps_hs_18_0_18_2_c	
pail45p_hs_18_0_18_1_c	Pail45p hs 18 0 18 1[c]	pail45p_hs_18_0_18_1; pail45p_hs_18_0_18_1_c	
pail345p_hs_18_0_18_1_c	Pail345p hs 18 0 18 1[c]	pail345p_hs_18_0_18_1; pail345p_hs_18_0_18_1_c	
cdpdag_hs_18_0_18_1_c	Cdpdag hs 18 0 18 1[c]	cdpdag_hs_18_0_18_1; cdpdag_hs_18_0_18_1_c	
pail45p_hs_18_0_18_0_c	Pail45p hs 18 0 18 0[c]	pail45p_hs_18_0_18_0; pail45p_hs_18_0_18_0_c	
pail34p_hs_18_0_18_0_c	Pail34p hs 18 0 18 0[c]	pail34p_hs_18_0_18_0; pail34p_hs_18_0_18_0_c	
pchol_hs_18_0_18_0_c	Pchol hs 18 0 18 0[c]	pchol_hs_18_0_18_0; pchol_hs_18_0_18_0_c	
ps_hs_18_0_18_0_c	Ps hs 18 0 18 0[c]	ps_hs_18_0_18_0; ps_hs_18_0_18_0_c	
pe_hs_18_0_18_0_c	Pe hs 18 0 18 0[c]	pe_hs_18_0_18_0; pe_hs_18_0_18_0_c	
pail34p_hs_16_0_20_4_c	Pail34p hs 16 0 20 4[c]	pail34p_hs_16_0_20_4; pail34p_hs_16_0_20_4_c	
mag_hs_16_0_c	Mag hs 16 0[c]	mag_hs_16_0; mag_hs_16_0_c	
pchol_hs_16_0_20_4_c	Pchol hs 16 0 20 4[c]	pchol_hs_16_0_20_4; pchol_hs_16_0_20_4_c	
ps_hs_16_0_20_4_c	Ps hs 16 0 20 4[c]	ps_hs_16_0_20_4; ps_hs_16_0_20_4_c	
pail45p_hs_16_0_18_2_c	Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:2)	pail45p_hs_16_0_18_2; pail45p_hs_16_0_18_2_c	
cdpdag_hs_16_0_18_2_c	CDP diacylglycerol (homo sapiens, C16:0, C18:2)	cdpdag_hs_16_0_18_2; cdpdag_hs_16_0_18_2_c	
pail45p_hs_16_0_18_1_c	Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:1)	pail45p_hs_16_0_18_1; pail45p_hs_16_0_18_1_c	
pail345p_hs_16_0_18_1_c	Pail345p hs 16 0 18 1[c]	pail345p_hs_16_0_18_1; pail345p_hs_16_0_18_1_c	
ps_hs_16_0_18_1_c	Ps hs 16 0 18 1[c]	ps_hs_16_0_18_1; ps_hs_16_0_18_1_c	
dag_hs_16_0_18_0_c	Diacylglycerol (homo sapiens, C16:0, C18:0) cytosol	dag_hs_16_0_18_0; dag_hs_16_0_18_0_c	
pail34p_hs_16_0_18_0_c	Pail34p hs 16 0 18 0[c]	pail34p_hs_16_0_18_0; pail34p_hs_16_0_18_0_c	
dag_hs_20_4_20_4_c	Dag hs 20 4 20 4[c]	dag_hs_20_4_20_4; dag_hs_20_4_20_4_c	
pail345p_hs_20_4_20_4_c	Pail345p hs 20 4 20 4[c]	pail345p_hs_20_4_20_4; pail345p_hs_20_4_20_4_c	
pchol_hs_20_4_20_4_c	Pchol hs 20 4 20 4[c]	pchol_hs_20_4_20_4; pchol_hs_20_4_20_4_c	
ps_hs_20_4_20_4_c	Ps hs 20 4 20 4[c]	ps_hs_20_4_20_4; ps_hs_20_4_20_4_c	
ps_hs_18_2_20_4_c	Ps hs 18 2 20 4[c]	ps_hs_18_2_20_4; ps_hs_18_2_20_4_c	
cdpdag_hs_16_0_18_0_c	Cdpdag hs 16 0 18 0[c]	cdpdag_hs_16_0_18_0; cdpdag_hs_16_0_18_0_c	
pa_hs_16_0_18_0_c	Pa hs 16 0 18 0[c]	pa_hs_16_0_18_0; pa_hs_16_0_18_0_c	
pchol_hs_16_0_18_0_c	Phosphatidylcholine (homo sapiens, C16:0, C18:0) cytosol	pchol_hs_16_0_18_0; pchol_hs_16_0_18_0_c	
pail45p_hs_16_0_16_0_c	Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C16:0)	pail45p_hs_16_0_16_0; pail45p_hs_16_0_16_0_c	
dag_hs_16_0_16_0_c	Diacylglycerol (homo sapiens, C16:0, C16:0)	dag_hs_16_0_16_0; dag_hs_16_0_16_0_c	
pail_hs_16_0_16_0_c	Phosphatidylinositol (homo sapiens, C16:0, C16:0)	pail_hs_16_0_16_0; pail_hs_16_0_16_0_c	
pa_hs_16_0_16_0_c	Phosphatidic acid (homo sapiens, C16:0, C16:0)	pa_hs_16_0_16_0; pa_hs_16_0_16_0_c	
band_c	Band membrane protein (universal, erythrocyte -> 2.1,3,4.1)	band; band[c]; band_c	
pail_hs_18_2_16_0_c	Phosphatidylinositol (homo sapiens, C18:2, C16:0)	pail_hs_18_2_16_0; pail_hs_18_2_16_0_c	
hcys__L_e	L-Homocysteine	hcys_DASH_L_e; hcys_L[e]; hcys__L; hcys__L_e	FFFHZYDWPBMWHY-VKHMYHEASA-N
12HPET_m	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	12HPET; 12HPET[m]	
34dhmald_m	3,4-Dihydroxymandelaldehyde	34dhmald; 34dhmald[m]; 34dhmald_m	YUGMCLJIWGEKCK-UHFFFAOYSA-N
3aap_c	3-acetamidopropanal	3aap; 3aap[c]	ARJPPNFIEQKVBB-UHFFFAOYSA-N
3aap_x	3-acetamidopropanal	3aap; 3aap[x]	ARJPPNFIEQKVBB-UHFFFAOYSA-N
3ddcrn_e	3-hydroxydodecanoylcarnitine	3ddcrn; 3ddcrn[e]; 3ddcrn_e	ULWDPUHFMOBGFJ-UHFFFAOYSA-N
3deccrn_e	3-hydroxydecanoylcarnitine	3deccrn; 3deccrn[e]	XZARHVHXYGIXLB-UHFFFAOYSA-N
3hexdcoa_m	3-hydroxyhexadecanoylcoa	3hexdcoa; 3hexdcoa[m]; 3hexdcoa_m	
3hexdcrn_c	3-hydroxyhexadecanoylcarnitine	3hexdcrn; 3hexdcrn[c]; 3hexdcrn_c	XKAZIAFZAQAHHG-BPGUCPLFSA-N
3mox4hpac_m	3-Methoxy-4-hydroxyphenylacetaldehyde	3mox4hpac; 3mox4hpac[m]; 3mox4hpac_m	GOQGGGANVKPMNH-UHFFFAOYSA-N
3ohodcoa_r	3-Oxooctadecanoyl-CoA	3ohodcoa; 3ohodcoa[r]	LGOGWHDPDVAUNY-LFZQUHGESA-N
4abut_n	4-Aminobutanoate	4abut; 4abut[n]	BTCSSZJGUNDROE-UHFFFAOYSA-M
4hpro_LT_e	Trans 4 Hydroxy L proline C5H9NO3	4hpro_LT; 4hpro_LT[e]; 4hpro_LT_e; 4hpro__LT_e	
56iqcrbxlt_c	5,6-Indolequinone-2-carboxylic acid	56iqcrbxlt; 56iqcrbxlt[c]; 56iqcrbxlt_c	FXURFKFOPCZEKG-UHFFFAOYSA-N
5mta_e	5-Methylthioadenosine	5mta; 5mta[e]; 5mta_e	WUUGFSXJNOTRMR-IOSLPCCCSA-N
5mthf_n	5-Methyltetrahydrofolate	5mthf; 5mthf[n]	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
C02147_c	Dihydrolipoate	C02147; C02147[c]	IZFHEQBZOYJLPK-UHFFFAOYSA-N
C02442_c	N-methyltyraminium	C02442; C02442[c]; C02442_c	AXVZFRBSCNEKPQ-UHFFFAOYSA-O
C02470_e	Xanthurenic acid	C02470; C02470[e]; C02470_e	FBZONXHGGPHHIY-UHFFFAOYSA-N
C02528_m	Chenodeoxycholate	C02528; C02528[m]	RUDATBOHQWOJDD-BSWAIDMHSA-N
C02744_c	Psychosine sulfate	C02744; C02744[c]	UIEYIJKBVSNMMH-PIIMIWFASA-N
C03405_g	Lactosylceramide sulfate	C03405; C03405[g]	HBNVEILWEODLBN-UPLTZJEUSA-N
C03681_c	5alpha-Pregnane-3,20-dione	C03681; C03681[c]	XMRPGKVKISIQBV-BJMCWZGWSA-N
C04308_m	Phosphatidyl-N-dimethylethanolamine	C04308; C04308[m]	UEEJHVSXFDXPFK-UHFFFAOYSA-N
C04717_c	13(S)-HPODE(1-)	C04717; C04717[c]	JDSRHVWSAMTSSN-IRQZEAMPSA-M
C04805_c	5(S)-HETE	C04805; C04805[c]	KGIJOOYOSFUGPC-JGKLHWIESA-N
C04805_r	5(S)-HETE	C04805; C04805[r]	KGIJOOYOSFUGPC-JGKLHWIESA-N
C04805_x	5(S)-HETE	C04805; C04805[x]	KGIJOOYOSFUGPC-JGKLHWIESA-N
C04849_m	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate	C04849; C04849[m]	SGTUOBURCVMACZ-CIQDQOFUSA-M
C05299_c	2-Methoxyestrone	C05299; C05299[c]	WHEUWNKSCXYKBU-QPWUGHHJSA-N
C05299_r	2-Methoxyestrone	C05299; C05299[r]	WHEUWNKSCXYKBU-QPWUGHHJSA-N
C05301_c	2-Hydroxyestradiol-17beta	C05301; C05301[c]	DILDHNKDVHLEQB-XSSYPUMDSA-N
C05301_r	2-Hydroxyestradiol-17beta	C05301; C05301[r]	DILDHNKDVHLEQB-XSSYPUMDSA-N
C06315_c	Lipoxin B4(1-)	C06315; C06315[c]	UXVRTOKOJOMENI-WLPVFMORSA-M
C06315_r	Lipoxin B4(1-)	C06315; C06315[r]	UXVRTOKOJOMENI-WLPVFMORSA-M
C06315_x	Lipoxin B4(1-)	C06315; C06315[x]	UXVRTOKOJOMENI-WLPVFMORSA-M
C06350_c	(R,S)-Norlaudanosoline	C06350; C06350[c]	ABXZOXDTHTTZJW-UHFFFAOYSA-N
C07535_c	Benzpyrene	C07535; C07535[c]	FMMWHPNWAFZXNH-UHFFFAOYSA-N
C07535_r	Benzpyrene	C07535; C07535[r]	FMMWHPNWAFZXNH-UHFFFAOYSA-N
C09209_c	Harman	C09209; C09209[c]	PSFDQSOCUJVVGF-UHFFFAOYSA-N
C14769_c	8,9-EET	C14769; C14769[c]	DBWQSCSXHFNTMO-TYAUOURKSA-N
C14769_r	8,9-EET	C14769; C14769[r]	DBWQSCSXHFNTMO-TYAUOURKSA-N
C14770_c	11,12-EET	C14770; C14770[c]	DXOYQVHGIODESM-KROJNAHFSA-N
C14770_r	11,12-EET	C14770; C14770[r]	DXOYQVHGIODESM-KROJNAHFSA-N
C14825_c	9(10)-EpOME	C14825; C14825[c]	FBUKMFOXMZRGRB-YFHOEESVSA-N
C14825_r	9(10)-EpOME	C14825; C14825[r]	FBUKMFOXMZRGRB-YFHOEESVSA-N
CE0074_n	Alloxan	CE0074; CE0074[n]	HIMXGTXNXJYFGB-UHFFFAOYSA-N
CE0692_c	3-oxolaur-cis-5-enoyl-CoA	CE0692; CE0692[c]	
CE0713_c	3-oxolinoleoyl-CoA; 3-oxo-(9Z,12Z)-9,12-Octadecadienoyl CoA	CE0713; CE0713[c]	
CE0737_c	Malonic dialdehyde	CE0737; CE0737[c]	WSMYVTOQOOLQHP-UHFFFAOYSA-N
CE0853_c	3-oxopalmitoleoyl-CoA	CE0853; CE0853[c]	NQMPLXPCRJOSHL-TZIIWEFPSA-N
CE1162_c	Vitamin A2; all-trans-3-dehydroretinol	CE1162; CE1162[c]	
CE1272_c	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	CE1272; CE1272[c]	NTIXPPFPXLYJCT-RNUSRIHUSA-N
CE1272_r	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	CE1272; CE1272[r]	NTIXPPFPXLYJCT-RNUSRIHUSA-N
CE1297_m	8-dehydrocholesterol; 3beta-Cholesta-5,8-dien-3-ol	CE1297; CE1297[m]	
CE1447_c	11-dehydrothromboxane B2	CE1447; CE1447[c]	KJYIVXDPWBUJBQ-UHHGALCXSA-N
CE1617_c	9-cis-retinoate	CE1617; CE1617[c]	SHGAZHPCJJPHSC-ZVCIMWCZSA-M
CE1617_r	9-cis-retinoate	CE1617; CE1617[r]; CE1617_r	SHGAZHPCJJPHSC-ZVCIMWCZSA-M
CE1761_c	4-hydroxyvitamin A1	CE1761; CE1761[c]	
CE1761_r	4-hydroxyvitamin A1	CE1761; CE1761[r]	
CE1925_l	3'-carboxy-alpha-chromanol	CE1925; CE1925[l]	MGSHXMOLUWTMGP-UHFFFAOYSA-N
CE1926_l	Gama-carboxyethyl-hydroxychroman	CE1926; CE1926[l]	
CE1935_c	Spermine monoaldehyde	CE1935; CE1935[c]	ADZORAWYLNDBGZ-UHFFFAOYSA-Q
CE1935_x	Spermine monoaldehyde	CE1935; CE1935[x]	ADZORAWYLNDBGZ-UHFFFAOYSA-Q
CE1936_e	Spermine dialdehyde	CE1936; CE1936[e]; CE1936_e	WPBJCXUUUSDQJO-UHFFFAOYSA-N
CE1939_e	Spermidine monoaldehyde 1	CE1939; CE1939[e]; CE1939_e	JNZUMEMWAPJNLC-UHFFFAOYSA-N
CE2011_c	Hypothiocyanite	CE2011; CE2011[c]	ZCZCOXLLICTZAH-UHFFFAOYSA-N
CE2026_m	3-methylcrotonoylglycine	CE2026; CE2026[m]	
CE2065_c	Acetylcarnosine	CE2065; CE2065[c]	BKAYIFDRRZZKNF-VIFPVBQESA-N
CE2088_c	N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	CE2088; CE2088[c]	
CE2089_c	S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	CE2089; CE2089[c]	
CE2095_m	3-hydroxykynurenine-O-beta-D-glucoside	CE2095; CE2095[m]	
CE2102_c	Lipoyllysine	CE2102; CE2102[c]	
CE2122_c	Methyl indole-3-acetate	CE2122; CE2122[c]	KTHADMDGDNYQRX-UHFFFAOYSA-N
CE2153_c	6-hydroxy-1,2,3,4-tetrahydro-beta-carboline	CE2153; CE2153[c]	
CE2172_c	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	CE2172; CE2172[c]	MBFUSGLXKQWVDW-UHFFFAOYSA-N
CE2173_c	N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	CE2173; CE2173[c]	PIJDIPDQQMXWEM-UHFFFAOYSA-N
CE2189_c	4-methoxyestrone	CE2189; CE2189[c]	PUEXVLNGOBYUEW-BFDPJXHCSA-N
CE2203_m	25-hydroxyvitamin D3-26,23-lactol	CE2203; CE2203[m]	SFOPTSUKUQDFIB-LSTZBGQISA-N
CE2211_c	Allopregnanolone	CE2211; CE2211[c]	AURFZBICLPNKBZ-SYBPFIFISA-N
CE2211_r	Allopregnanolone	CE2211; CE2211[r]	AURFZBICLPNKBZ-SYBPFIFISA-N
CE2242_c	Trans-docos-2-enoyl-CoA	CE2242; CE2242[c]	KRTIFNFQCJTGMV-DYAVHEMFSA-J
CE2246_c	3-hydroxydocosanoyl-CoA (4-)	CE2246; CE2246[c]	
CE2253_n	3-oxotetracosanoyl-CoA	CE2253; CE2253[n]	JJSJTIWFKNSCHC-JBKAVQFISA-N
CE2303_r	9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate	CE2303; CE2303[r]	OERHNMHLKBHOMH-GRIBZEQKSA-N
CE2304_r	10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide	CE2304; CE2304[r]	IRADJQUIAYBZPY-WKVBQAANSA-N
CE2305_r	12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate	CE2305; CE2305[r]	WDJRXGFYLUIKBX-GRIBZEQKSA-N
CE2314_r	4,4-dimethylcholesta-8(9)-en-3beta-ol	CE2314; CE2314[r]	FYHRVINOXYETMN-LCHSQBAESA-N
CE2345_c	7alpha-hydroxy-3-oxo-4-cholestenoic acid anion	CE2345; CE2345[c]	
CE2416_c	(2R,6S,10S)-pristanate	CE2416; CE2416[c]	
CE2417_c	3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA	CE2417; CE2417[c]	
CE2420_c	(3S)-3-hydroxydodec-cis-6-enoyl-CoA	CE2420; CE2420[c]	XPCGRNRSXHPWGU-CMDGGOBGSA-N
CE2446_m	6E-12-epi-leukotriene B4	CE2446; CE2446[m]	
CE2615_r	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline	CE2615; CE2615[r]	FVNCCTJGBOTWTM-UHFFFAOYSA-N
CE2705_n	7,8-Dihydrobiopterin	CE2705; CE2705[n]	FEMXZDUTFRTWPE-DZSWIPIPSA-N
CE2838_c	Maltononaose	CE2838; CE2838[c]	KNBVLVBOKWRYEP-XYLDXDTCSA-N
CE2839_e	Maltodecaose	CE2839; CE2839[e]; CE2839_e	RJQKKZNUWRIHCS-UHFFFAOYSA-N
CE2848_c	Fructoseglycine ketone 3-phosphate	CE2848; CE2848[c]	
CE2862_c	Neurotensin 1-10; Pglu-Leu-Tyr-Glu-Asn-Lys-Pro-Arg-Arg-Pro	CE2862; CE2862[c]	
CE2874_c	3'-monoiodo-L-thyronine	CE2874; CE2874[c]	RUIUIJSMLKJUDC-ZDUSSCGKSA-N
CE2877_r	3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside	CE2877; CE2877[r]	
CE2880_r	3,3'-diiodo-L-thyronine-beta-D-glucuronoside	CE2880; CE2880[r]	
CE2884_r	3',5'-diiodothyroacetate	CE2884; CE2884[r]	
CE2891_c	Dynorphin B	CE2891; CE2891[c]	AGTSSZRZBSNTGQ-ITZCFHCWSA-N
CE2957_c	18-hydroxy-all-trans-retinoate	CE2957; CE2957[c]	XSJOIRFEYHJNAW-FCKHSPHMSA-N
CE2957_r	18-hydroxy-all-trans-retinoate	CE2957; CE2957[r]	XSJOIRFEYHJNAW-FCKHSPHMSA-N
CE2958_r	Rac-5,6-epoxy-retinoyl-beta-D-glucuronide	CE2958; CE2958[r]	BZPOQLONXBJGAZ-XSHYMXFSSA-N
CE2964_c	5,8-epoxy-13-cis-retinoate	CE2964; CE2964[c]	
CE3038_c	3beta,7alpha-dihydroxy-5-cholestenoate	CE3038; CE3038[c]	GYJSAWZGYQXRBS-GRJZKGIBSA-N
CE3481_g	1-lyso-2-arachidonoyl-phosphatidate	CE3481; CE3481[g]	BDCFJMBXZCIVRH-CGRWFSSPSA-N
CE4633_e	Hypochlorous acid	CE4633; CE4633[e]; CE4633_e	QWPPOHNGKGFGJK-UHFFFAOYSA-N
CE4723_c	Neocasomorphin (1-5)	CE4723; CE4723[c]	WRNQQFNBEUKAAX-YGQNSOCVSA-N
CE4811_c	3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA	CE4811; CE4811[c]; CE4811_c	
CE4818_c	3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA	CE4818; CE4818[c]	DRQAURCKCKDINZ-MRBHEALXSA-N
CE4821_c	2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA	CE4821; CE4821[c]; CE4821_c	HGVXUTAEZALTIG-CVHRNCLZSA-N
CE4835_c	2E,7Z,10Z,13Z,16Z-docosapentaenoyl-CoA	CE4835; CE4835[c]	XSIBQUOFLNIVEK-UNZYHRLESA-N
CE4837_c	Tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA	CE4837; CE4837[c]	
CE4837_r	Tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA	CE4837; CE4837[r]	
CE4842_c	Trans,cis,cis-2,11,14-eicosatrienoyl-CoA	CE4842; CE4842[c]	JLHULLPFTGLIGF-ZHDAHOHXSA-N
CE4843_c	Cis,cis-11,14-eicosadienoyl-CoA	CE4843; CE4843[c]	YCKYOUVXZZJCIU-ZYVAQYBGSA-N
CE4847_c	Cis,cis,cis-10,13,16-docosatrienoyl-CoA	CE4847; CE4847[c]	NRFSUEZXHDEQRO-YYOOZTOSSA-N
CE4853_c	Trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA	CE4853; CE4853[c]	PJWUUOREXKKLME-RMETWYQESA-N
CE4853_r	Trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA	CE4853; CE4853[r]	PJWUUOREXKKLME-RMETWYQESA-N
CE4874_c	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	CE4874; CE4874[c]; CE4874_c	
CE4876_m	Delta12-Prostaglandin J2	CE4876; CE4876[m]	TUXFWOHFPFBNEJ-GJGHEGAFSA-N
CE4877_c	15-deoxy-prostaglandin J2	CE4877; CE4877[c]	VHRUMKCAEVRUBK-GODQJPCRSA-N
CE4881_e	Nitryl chloride	CE4881; CE4881[e]; CE4881_e	HSSFHZJIMRUXDM-UHFFFAOYSA-M
CE4890_c	N-methylsalsolinol	CE4890; CE4890[c]	RKMGOUZXGHZLBJ-ZETCQYMHSA-N
CE4936_c	N-acetyl-leukotriene E4	CE4936; CE4936[c]	BGGYAYMMFYBWEX-PJEAHERNSA-N
CE4968_m	Isovalerylglycine	CE4968; CE4968[m]	ZRQXMKMBBMNNQC-UHFFFAOYSA-N
CE4980_c	Prostaglandin PGE2 glyceryl ester	CE4980; CE4980[c]	HJWDPZIOTMUWRW-KSGZNQJUSA-N
CE5013_c	14-hydroxy-4,14-retro-retinol	CE5013; CE5013[c]	PCRZONNRANOQPA-ZVSDKSQSSA-N
CE5141_c	12,20-dioxo-leukotriene B4	CE5141; CE5141[c]	CPTWPKCLDUXOKW-RBQYXHKQSA-N
CE5158_c	Trans,cis-2,15-tetracosadienoyl-CoA	CE5158; CE5158[c]; CE5158_c	
CE5158_r	Trans,cis-2,15-tetracosadienoyl-CoA	CE5158; CE5158[r]	
CE5161_c	3(S)-hydroxy-cis-9-octadecenoyl-CoA	CE5161; CE5161[c]; CE5161_c	
